participants_answers_table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
participantId,participantShort,horizontal-bar-chart-1,Horizontal1-Loss,Horizontal1-LogLoss,horizontal-bar-chart-2,Horizontal2-Loss,Horizontal2-LogLoss,horizontal-bar-chart-3,Horizontal3-Loss,Horizontal3-LogLoss,horizontal-bar-chart-4,Horizontal4-Loss,Horizontal4-LogLoss,horizontal-bar-chart-5,Horizontal5-Loss,Horizontal5-LogLoss,horizontal-bar-chart-6,Horizontal6-Loss,Horizontal6-LogLoss,horizontal-bar-chart-7,Horizontal7-Loss,Horizontal7-LogLoss,pie-chart-1,Pie1-Loss,Pie1-LogLoss,pie-chart-2,Pie2-Loss,Pie2-LogLoss,pie-chart-3,Pie3-Loss,Pie3-LogLoss,pie-chart-4,Pie4-Loss,Pie4-LogLoss,pie-chart-5,Pie5-Loss,Pie5-LogLoss,pie-chart-6,Pie6-Loss,Pie6-LogLoss,pie-chart-7,Pie7-Loss,Pie7-LogLoss,vertical-bar-chart-1,Vertical1-Loss,Vertical1-LogLoss,vertical-bar-chart-2,Vertical2-Loss,Vertical2-LogLoss,vertical-bar-chart-3,Vertical3-Loss,Vertical3-LogLoss,vertical-bar-chart-4,Vertical4-Loss,Vertical4-LogLoss,vertical-bar-chart-5,Vertical5-Loss,Vertical5-LogLoss,vertical-bar-chart-6,Vertical6-Loss,Vertical6-LogLoss,vertical-bar-chart-7,Vertical7-Loss,Vertical7-LogLoss,
8d0dfba5-fd23-4309-81e5-4e4d93966b40,8d0dfba5,30,10,3.339850003,28,2,1.087462841,10,55,5.784634846,17,21,4.400879436,21,18,4.17990909,6,70,6.131856961,4,85,6.411510988,40,29,4.864186145,40,28,4.813781191,27,5,2.357552005,35,12,3.599912842,30,25,4.651051691,8,77,6.269126679,5,85,6.411510988,35,13,3.714245518,18,7,2.832890014,8,59,5.885696373,17,28,4.813781191,16,42,5.396604781,7,71,6.152284842,3,85,6.411510988,
7c285e04-e8b1-4f97-bbaa-e523f9d0add6,7c285e04,20,0,0,26,0,0,65,0,0,38,0,0,38,1,0.169925001,79,3,1.64385619,89,0,0,12,1,0.169925001,43,31,4.960001932,22,10,3.339850003,33,14,3.820178962,33,22,4.46760555,45,40,5.326429487,45,45,5.495855027,22,0,0,25,0,0,67,0,0,42,3,1.64385619,55,3,1.64385619,78,0,0,88,0,0,
bcabc7c5-5e82-4673-9912-f77e261e250f,bcabc7c5,20,0,0,27,1,0.169925001,65,0,0,40,2,1.087462841,41,2,1.087462841,76,0,0,89,0,0,9,2,1.087462841,11,1,0.169925001,32,0,0,49,2,1.087462841,54,1,0.169925001,89,4,2.044394119,92,2,1.087462841,22,0,0,25,0,0,67,0,0,44,1,0.169925001,58,0,0,78,0,0,88,0,0,
18565b57-51a9-4960-862f-8aca7261b041,18565b57,1,19,4.257387843,27,1,0.169925001,65,0,0,40,2,1.087462841,39,0,0,79,3,1.64385619,92,3,1.64385619,18,7,2.832890014,14,2,1.087462841,30,2,1.087462841,43,4,2.044394119,54,1,0.169925001,82,3,1.64385619,82,8,3.022367813,22,0,0,25,0,0,67,0,0,45,0,0,58,0,0,75,3,1.64385619,88,0,0,
7fdc200c-e088-4db1-8f63-bc1e7ae63aa1,7fdc200c,20,0,0,25,1,0.169925001,66,1,0.169925001,36,2,1.087462841,40,1,0.169925001,70,6,2.614709844,8,81,6.342074668,11,0,0,11,1,0.169925001,32,0,0,53,6,2.614709844,43,12,3.599912842,69,16,4.011227255,70,20,4.330916878,22,0,0,25,0,0,67,0,0,47,2,1.087462841,56,2,1.087462841,78,0,0,88,0,0,
a447d9eb-3640-470b-a188-a26d881a5a3f,a447d9eb,21,1,0.169925001,27,1,0.169925001,65,0,0,40,2,1.087462841,41,2,1.087462841,76,0,0,92,3,1.64385619,11,0,0,11,1,0.169925001,45,13,3.714245518,39,8,3.022367813,49,6,2.614709844,89,4,2.044394119,92,2,1.087462841,22,0,0,25,0,0,67,0,0,45,0,0,58,0,0,78,0,0,88,0,0,
2ecd38d1-3fec-4b31-978c-d66aae6ebe8e,2ecd38d1,25,5,2.357552005,25,1,0.169925001,60,5,2.357552005,67,29,4.864186145,30,9,3.189824559,75,1,0.169925001,80,9,3.189824559,10,1,0.169925001,10,2,1.087462841,25,7,2.832890014,33,14,3.820178962,50,5,2.357552005,50,35,5.13442632,100,10,3.339850003,20,2,1.087462841,20,5,2.357552005,60,7,2.832890014,50,5,2.357552005,60,2,1.087462841,75,3,1.64385619,80,8,3.022367813,
053e5d96-e0ad-4dda-87fa-d6bd5dae1952,053e5d96,28,8,3.022367813,28,2,1.087462841,8,57,5.836050355,18,20,4.330916878,21,18,4.17990909,8,68,6.09011242,4,85,6.411510988,80,69,6.11113567,80,68,6.09011242,52,20,4.330916878,33,14,3.820178962,33,22,4.46760555,4,81,6.342074668,4,86,6.428360173,35,13,3.714245518,18,7,2.832890014,8,59,5.885696373,17,28,4.813781191,14,44,5.463524373,8,70,6.131856961,2,86,6.428360173,
49875a33-f708-4975-87a7-17b75a484870,49875a33,82,62,5.957102042,75,49,5.618385502,35,30,4.912889336,60,22,4.46760555,66,27,4.761551232,20,56,5.810571635,5,84,6.394462695,83,72,6.172427509,78,66,6.047123912,50,18,4.17990909,35,12,3.599912842,33,22,4.46760555,7,78,6.28771238,5,85,6.411510988,78,56,5.810571635,80,55,5.784634846,33,34,5.092757141,60,15,3.918863237,33,25,4.651051691,12,66,6.047123912,10,78,6.28771238,
8e226fc5-9d4b-4829-bb07-c34d2880583d,8e226fc5,26,6,2.614709844,30,4,2.044394119,60,5,2.357552005,40,2,1.087462841,40,1,0.169925001,70,6,2.614709844,12,77,6.269126679,10,1,0.169925001,20,8,3.022367813,33,1,0.169925001,33,14,3.820178962,60,5,2.357552005,67,18,4.17990909,48,42,5.396604781,25,3,1.64385619,25,0,0,70,3,1.64385619,40,5,2.357552005,60,2,1.087462841,78,0,0,90,2,1.087462841,
0296ac25-1c7e-46bf-884c-8e984c49d9b4,0296ac25,60,40,5.326429487,45,19,4.257387843,15,50,5.647458426,20,18,4.17990909,25,14,3.820178962,10,66,6.047123912,5,84,6.394462695,60,49,5.618385502,70,58,5.861086906,75,43,5.430452552,30,17,4.098032083,40,15,3.918863237,5,80,6.324180547,7,83,6.37721053,100,78,6.28771238,100,75,6.231221181,20,47,5.558420713,60,15,3.918863237,55,3,1.64385619,15,63,5.980139578,4,84,6.394462695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.57142857,17.85714286,2.925920434,34.19047619,8.571428571,1.588410006,42.52380952,22.57142857,2.883574117,38.9047619,12.71428571,2.825825923,37.85714286,9.80952381,2.441823434,48.52380952,28.04761905,2.983124328,42.14285714,48,4.100975821,45.95238095,35.52380952,3.655884259,44.85714286,33.52380952,3.630799179,45.42857143,19.04761905,3.410463665,43.71428571,12.42857143,3.402037941,44.14285714,13.42857143,3.216693454,52.47619048,33.76190476,4.247698503,44.57142857,46.76190476,4.946711181,37.95238095,16.14285714,2.340184638,31.66666667,10.57142857,1.80141729,39.85714286,27.61904762,3.400782906,40.14285714,10.28571429,2.329922561,44.95238095,14.95238095,2.487290122,45.76190476,32.23809524,3.313449032,45.42857143,43.52380952,3.715710771,-
AVG Per Chart Question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizontal Log Loss Average ,2.821379152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertical Log Loss Average,2.769822474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pie Log Loss Average,3.787184026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
